,uuid,municipio,estrato_vivienda,nivel_educativo,cilin_grupo,modelo_grupo,dias_semana,herramienta_trabajo,transporte_cotidiano,trabajo_domicilios,trabajo_transporte_pasajeros,frecuencia_revisionpre,costo_casco,costo_mantenimiento,gasto_anual,licencia_moto,licencia_curso,experiencia,riesgo_velocidad,riesgo_sinlucesdia,riesgo_sinlucesnoche,riesgo_sinreflectivos,motivo_dinero,motivo_tiempo,motivo_independencia,epp_casco,epp_guantes,epp_botas,epp_rodilleras,epp_reflectivos,epp_chaquetaprot,epp_chaquetairbag,edad,sexo,clase_moto,tipo_freno,sector
19826,4_3_2830,BARRANQUILLA,1,Secundaria,<100,2011-2020,6,1,0,0,1,Entre 50% y 75%,87000,46000.0,1560000.0,1,0,6-10,1,0,1,1,1,1,1,1,1,0,0,0,0,0,27,hombre,moto_street,frenos_tambor,sector_servicio
19828,4_3_2835,BARRANQUILLA,1,Técnica / Tecnológica,<100,2011-2020,7,1,0,1,0,Entre 25% y 50%,118000,5000.0,475000.0,1,1,>20,1,1,1,1,1,0,1,1,0,0,0,1,0,0,48,hombre,moto_street,frenos_tambor,sector_transporte
19829,4_3_2837,BARRANQUILLA,1,Secundaria,<100,2001-2010,6,1,0,0,1,Entre 50% y 75%,23000,37000.0,500000.0,1,0,11-20,1,0,1,0,0,0,1,1,0,0,0,0,0,0,36,hombre,moto_street,frenos_tambor,sector_servicio
19831,4_3_2841,BARRANQUILLA,1,Técnica / Tecnológica,126-200,2011-2020,6,0,1,0,0,Mayor a 75%,113000,26000.0,1361000.0,1,0,>20,1,0,1,1,1,0,0,1,1,0,0,1,0,1,44,hombre,moto_scooter,frenos_disco,sector_servicio
19832,4_3_2842,BARRANQUILLA,2,Secundaria,100-125,2011-2020,7,1,0,0,1,Entre 25% y 50%,169000,21000.0,3280000.0,1,0,11-20,1,1,1,1,0,0,1,1,0,0,0,0,0,0,38,hombre,moto_street,frenos_tambor,sector_transporte
19834,4_3_2849,BARRANQUILLA,1,Técnica / Tecnológica,126-200,2011-2020,7,0,1,0,0,Entre 50% y 75%,274000,22000.0,1208000.0,1,0,3-5,1,0,1,1,1,1,0,1,1,1,0,1,0,0,26,hombre,moto_street,frenos_disco,sector_comercio
19837,4_3_2853,BARRANQUILLA,1,Técnica / Tecnológica,100-125,2011-2020,7,1,0,0,1,Entre 50% y 75%,401000,12000.0,2410000.0,1,0,>20,1,1,1,1,0,0,1,1,1,1,0,1,0,0,43,hombre,moto_street,frenos_tambor,sector_transporte
19840,4_3_2859,BARRANQUILLA,3,Técnica / Tecnológica,<100,2011-2020,7,1,0,0,1,Mayor a 75%,113000,15000.0,3225000.0,1,0,>20,1,1,1,1,0,0,1,1,1,1,1,0,1,0,67,hombre,moto_street,frenos_tambor,sector_transporte
19843,4_3_2867,BARRANQUILLA,1,Secundaria,<100,2011-2020,7,1,0,0,1,Entre 25% y 50%,85000,35000.0,2015000.0,1,0,11-20,1,1,1,1,1,0,1,1,1,1,0,0,0,0,38,hombre,moto_street,frenos_tambor,sector_transporte
19844,4_3_287,BARRANQUILLA,1,Secundaria,100-125,2011-2020,7,1,0,0,1,Entre 25% y 50%,482000,30000.0,490000.0,1,1,6-10,1,0,1,1,0,0,1,1,1,0,0,0,0,0,28,hombre,moto_street,frenos_tambor,sector_transporte
19846,4_3_2881,BARRANQUILLA,2,Técnica / Tecnológica,100-125,2021-2022,5,1,0,0,1,Entre 25% y 50%,38000,34000.0,2575900.0,1,0,11-20,1,1,1,1,1,0,1,1,0,0,0,0,0,0,26,hombre,moto_street,frenos_tambor,sector_transporte
19847,4_3_2884,BARRANQUILLA,1,Secundaria,<100,2001-2010,7,1,0,0,1,Mayor a 75%,178000,85000.0,2850000.0,1,1,11-20,1,1,1,1,1,1,0,1,0,0,0,0,0,0,47,hombre,moto_street,frenos_tambor,sector_transporte
19850,4_3_2893,BARRANQUILLA,2,Secundaria,100-125,2021-2022,7,1,0,0,1,Mayor a 75%,241000,22000.0,1144000.0,1,0,11-20,1,1,1,1,0,0,1,1,1,0,0,0,0,0,28,hombre,moto_street,frenos_tambor,sector_servicio
19851,4_3_2895,BARRANQUILLA,3,Técnica / Tecnológica,100-125,2011-2020,7,1,0,0,1,Entre 25% y 50%,198000,36000.0,750000.0,1,1,11-20,1,1,1,1,1,0,1,1,1,1,0,0,0,0,42,hombre,moto_street,frenos_tambor,sector_transporte
19852,4_3_2897,BARRANQUILLA,4,Universitaria o postgrado,100-125,2021-2022,7,1,0,0,0,Mayor a 75%,298000,23000.0,20000.0,1,1,6-10,1,1,1,1,1,1,1,1,0,0,0,1,0,0,31,hombre,moto_street,frenos_disco,sector_servicio
19855,4_3_2904,BARRANQUILLA,2,Técnica / Tecnológica,100-125,2021-2022,7,1,0,1,0,Entre 25% y 50%,119000,34000.0,3724000.0,1,0,6-10,1,1,1,1,0,0,1,1,0,0,0,0,0,0,26,hombre,moto_street,frenos_disco,sector_transporte
19856,4_3_2909,BARRANQUILLA,1,Secundaria,<100,2011-2020,6,1,0,0,1,Mayor a 75%,181000,48000.0,192000.0,0,1,0-2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,24,hombre,moto_street,frenos_tambor,sector_transporte
19857,4_3_2911,BARRANQUILLA,2,Técnica / Tecnológica,100-125,2011-2020,6,1,0,0,1,Mayor a 75%,154000,15000.0,860000.0,1,1,6-10,1,1,1,1,1,0,0,1,1,0,0,1,0,0,42,hombre,moto_street,frenos_mixto,sector_transporte
19859,4_3_2914,BARRANQUILLA,1,Técnica / Tecnológica,100-125,2011-2020,7,1,0,0,0,Menos del 25%,406000,88000.0,1142000.0,1,0,>20,1,1,1,1,0,0,0,1,0,0,0,0,0,0,56,hombre,moto_street,frenos_mixto,sector_servicio
19860,4_3_2918,BARRANQUILLA,1,Técnica / Tecnológica,100-125,2011-2020,6,1,0,0,1,Entre 50% y 75%,54000,88000.0,10971000.0,1,1,11-20,1,0,1,1,1,1,1,1,1,1,0,0,0,0,36,hombre,moto_street,frenos_mixto,sector_servicio
19863,4_3_2922,BARRANQUILLA,2,Primaria o menos,100-125,2011-2020,7,1,0,0,1,Mayor a 75%,783000,29000.0,1150000.0,0,1,>20,1,1,1,1,1,1,1,1,1,1,0,1,1,0,66,hombre,moto_street,frenos_mixto,sector_transporte
19866,4_3_2930,BARRANQUILLA,2,Secundaria,<100,2001-2010,7,1,0,0,1,Mayor a 75%,97000,99000.0,2600000.0,1,1,6-10,1,1,1,1,0,0,1,1,0,0,0,1,0,0,26,hombre,moto_street,frenos_tambor,sector_transporte
19867,4_3_2931,BARRANQUILLA,2,Secundaria,100-125,2011-2020,7,1,0,0,1,Nunca,98000,49000.0,1090000.0,1,1,6-10,1,1,1,1,0,1,1,1,0,0,0,1,0,0,53,hombre,moto_street,frenos_tambor,sector_transporte
19868,4_3_2932,BARRANQUILLA,1,Secundaria,<100,2001-2010,6,1,0,0,1,Mayor a 75%,45000,6000.0,536000.0,1,0,6-10,1,1,1,1,0,0,1,0,0,0,0,0,0,0,24,mujer,moto_street,frenos_tambor,sector_transporte
19871,4_3_2938,BARRANQUILLA,2,Secundaria,<100,2011-2020,7,1,0,0,1,Entre 25% y 50%,12000,10000.0,1090000.0,1,1,11-20,1,1,1,1,0,0,1,1,1,1,0,1,1,0,28,hombre,moto_street,frenos_tambor,sector_transporte
19872,4_3_2939,BARRANQUILLA,1,Secundaria,<100,2011-2020,7,1,0,1,0,Entre 25% y 50%,429000,6000.0,1109000.0,1,0,>20,1,1,1,1,0,0,1,1,0,0,0,0,1,0,52,hombre,moto_street,frenos_tambor,sector_transporte
19873,4_3_294,BARRANQUILLA,2,Secundaria,<100,2001-2010,7,1,0,0,1,Entre 50% y 75%,248000,13000.0,649000.0,0,1,3-5,1,0,1,1,0,0,1,1,0,0,0,1,0,1,36,hombre,moto_street,frenos_mixto,sector_transporte
19875,4_3_2944,BARRANQUILLA,2,Secundaria,<100,2021-2022,6,1,0,0,1,Entre 25% y 50%,165000,30000.0,480000.0,1,0,3-5,1,1,1,1,1,0,1,1,0,0,0,0,0,0,43,hombre,moto_street,frenos_tambor,sector_transporte
19876,4_3_2945,BARRANQUILLA,2,Secundaria,<100,2001-2010,7,1,0,0,1,Menos del 25%,161000,44000.0,1280000.0,1,1,11-20,1,1,1,1,0,0,1,1,0,0,0,1,0,0,57,hombre,moto_street,frenos_tambor,sector_transporte
19877,4_3_2948,BARRANQUILLA,2,Secundaria,<100,2011-2020,6,1,0,0,1,Mayor a 75%,451000,27000.0,468000.0,1,0,>20,1,1,1,1,1,1,1,1,0,1,0,0,0,0,49,hombre,moto_street,frenos_tambor,sector_transporte
19878,4_3_2949,BARRANQUILLA,1,Técnica / Tecnológica,100-125,2011-2020,6,1,0,0,1,Menos del 25%,266000,36000.0,840000.0,0,1,11-20,1,1,1,1,1,0,1,1,1,0,0,0,0,0,24,hombre,moto_street,frenos_tambor,sector_transporte
19879,4_3_295,BARRANQUILLA,1,Técnica / Tecnológica,<100,2011-2020,7,1,0,0,1,Entre 25% y 50%,428000,83000.0,1417000.0,1,1,3-5,1,0,1,1,0,0,1,1,1,0,0,0,0,0,27,hombre,moto_street,frenos_tambor,sector_transporte
19880,4_3_2950,BARRANQUILLA,3,Universitaria o postgrado,<100,2011-2020,7,1,0,0,0,Entre 50% y 75%,25000,70000.0,1256000.0,1,0,6-10,1,0,1,1,1,1,0,1,0,0,0,0,0,0,34,hombre,moto_street,frenos_disco,sector_comercio
19881,4_3_2953,BARRANQUILLA,1,Técnica / Tecnológica,100-125,2011-2020,7,1,0,0,1,Menos del 25%,170000,22000.0,1110000.0,1,1,0-2,1,1,1,1,0,0,1,1,0,0,0,1,0,0,46,hombre,moto_street,frenos_tambor,sector_transporte
19884,4_3_2959,BARRANQUILLA,1,Secundaria,126-200,2011-2020,7,0,1,0,0,Entre 25% y 50%,16000,182000.0,1296000.0,1,0,6-10,1,0,1,1,1,0,0,1,0,0,0,0,0,0,51,hombre,moto_street,frenos_disco,sector_comercio
19885,4_3_2961,BARRANQUILLA,2,Secundaria,<100,2011-2020,7,1,0,0,1,Entre 50% y 75%,149000,15000.0,1700000.0,1,1,3-5,1,0,1,1,0,0,1,1,1,0,0,0,0,0,22,hombre,moto_street,frenos_disco,sector_transporte
19886,4_3_2962,BARRANQUILLA,1,Secundaria,<100,2011-2020,6,1,0,0,1,Mayor a 75%,447000,9000.0,1122000.0,1,0,6-10,1,1,1,1,0,0,1,1,1,0,0,0,0,0,31,hombre,moto_street,frenos_tambor,sector_transporte
19887,4_3_2968,BARRANQUILLA,1,Técnica / Tecnológica,<100,2001-2010,5,1,0,0,1,Mayor a 75%,59000,84000.0,3165000.0,1,1,11-20,1,1,1,1,1,1,0,1,1,0,0,1,0,0,26,hombre,moto_street,frenos_tambor,sector_transporte
19888,4_3_2970,BARRANQUILLA,1,Primaria o menos,<100,2011-2020,7,1,0,0,0,Entre 50% y 75%,82000,8000.0,3079000.0,1,1,>20,1,0,1,1,1,1,0,1,0,0,0,1,0,0,53,hombre,moto_street,frenos_tambor,sector_comercio
19889,4_3_2972,BARRANQUILLA,1,Secundaria,<100,2021-2022,6,1,0,0,1,Mayor a 75%,60000,33000.0,1112000.0,1,0,>20,1,1,1,1,0,0,1,0,0,0,0,0,0,0,32,hombre,moto_street,frenos_tambor,sector_transporte
19890,4_3_2976,BARRANQUILLA,1,Secundaria,126-200,2011-2020,6,1,0,1,0,Entre 50% y 75%,125000,22000.0,2315000.0,1,0,11-20,1,1,1,1,1,1,0,1,1,1,0,1,0,0,24,hombre,moto_deportiva,frenos_mixto,sector_servicio
19898,4_3_2990,BARRANQUILLA,1,Secundaria,<100,2011-2020,7,1,0,0,1,Nunca,190000,24000.0,0.0,1,0,3-5,1,1,1,1,0,0,1,1,1,0,0,0,0,0,34,hombre,moto_street,frenos_tambor,sector_transporte
19899,4_3_2991,BARRANQUILLA,1,Secundaria,100-125,2011-2020,7,1,0,0,1,Entre 50% y 75%,158000,33000.0,1040000.0,1,1,11-20,1,1,1,1,0,0,1,1,0,0,0,1,0,0,27,hombre,moto_street,frenos_tambor,sector_transporte
19900,4_3_2993,BARRANQUILLA,1,Técnica / Tecnológica,100-125,2011-2020,6,1,0,0,1,Mayor a 75%,449000,6000.0,216000.0,1,0,>20,1,1,1,1,0,0,1,1,1,1,0,0,0,0,39,hombre,moto_street,frenos_mixto,sector_transporte
19904,4_3_3001,BARRANQUILLA,2,Secundaria,100-125,2011-2020,7,1,0,0,1,Entre 50% y 75%,183000,16000.0,950000.0,1,1,0-2,1,1,1,1,0,0,1,1,0,0,0,1,0,0,24,hombre,moto_street,frenos_tambor,sector_transporte
19908,4_3_301,BARRANQUILLA,2,Secundaria,<100,2001-2010,7,1,0,1,1,Nunca,374000,16000.0,523000.0,0,1,11-20,1,1,1,1,1,0,0,1,0,0,0,1,0,1,49,hombre,moto_street,frenos_mixto,sector_transporte
19909,4_3_3010,BARRANQUILLA,1,Secundaria,100-125,2011-2020,7,1,0,0,1,Entre 50% y 75%,147000,37000.0,970000.0,1,1,0-2,1,1,1,1,0,0,1,1,0,0,0,1,0,0,18,hombre,moto_street,frenos_tambor,sector_transporte
19913,4_3_3018,BARRANQUILLA,1,Secundaria,<100,2011-2020,6,1,0,0,1,Mayor a 75%,174000,48000.0,820000.0,1,0,6-10,1,0,1,1,0,1,1,1,0,0,0,0,0,0,37,hombre,moto_street,frenos_tambor,sector_transporte
19914,4_3_3019,BARRANQUILLA,3,Universitaria o postgrado,<100,2001-2010,6,0,1,0,0,Entre 50% y 75%,125000,40000.0,1040000.0,1,1,6-10,1,1,1,1,1,1,0,1,0,0,0,1,0,0,26,hombre,moto_street,frenos_tambor,sector_servicio
19916,4_3_3024,BARRANQUILLA,2,Secundaria,<100,2001-2010,7,1,0,0,1,Entre 50% y 75%,113000,38000.0,1030000.0,1,1,3-5,1,1,1,1,0,0,1,1,0,0,0,1,0,0,38,hombre,moto_street,frenos_tambor,sector_transporte
19921,4_3_3031,BARRANQUILLA,1,Técnica / Tecnológica,100-125,2011-2020,6,0,1,0,0,Menos del 25%,164000,36000.0,1175000.0,1,1,6-10,1,0,1,1,1,1,0,1,1,0,0,1,0,0,29,hombre,moto_street,frenos_mixto,sector_transporte
19922,4_3_3032,BARRANQUILLA,2,Secundaria,<100,2011-2020,7,1,0,1,0,Entre 50% y 75%,446000,27000.0,2593000.0,1,1,11-20,1,1,1,1,0,0,1,1,0,0,0,1,0,0,24,hombre,moto_street,frenos_tambor,sector_servicio
19923,4_3_3035,BARRANQUILLA,1,Secundaria,<100,2011-2020,7,1,0,0,1,Mayor a 75%,85000,18000.0,390000.0,1,1,11-20,1,1,1,1,0,0,1,1,1,1,0,0,0,0,41,hombre,moto_street,frenos_tambor,sector_transporte
19925,4_3_3039,BARRANQUILLA,3,Secundaria,100-125,2011-2020,5,0,1,0,0,Menos del 25%,119000,95000.0,1300000.0,1,1,6-10,1,1,1,1,0,1,1,1,1,0,0,1,0,0,26,hombre,moto_street,frenos_mixto,sector_comercio
19926,4_3_3041,BARRANQUILLA,1,Secundaria,100-125,2011-2020,7,1,0,0,0,Mayor a 75%,101000,22000.0,1000000.0,1,1,6-10,1,1,1,1,1,1,1,1,1,0,0,1,0,0,52,hombre,moto_street,frenos_mixto,sector_servicio
19927,4_3_3042,BARRANQUILLA,2,Secundaria,100-125,2011-2020,7,1,0,0,1,Mayor a 75%,134000,30000.0,520000.0,1,0,>20,1,1,1,1,0,0,1,1,1,0,0,0,0,0,37,hombre,moto_street,frenos_mixto,sector_transporte
19928,4_3_3043,BARRANQUILLA,2,Técnica / Tecnológica,126-200,2011-2020,5,1,0,0,0,Mayor a 75%,140000,157000.0,3117000.0,1,0,11-20,1,0,1,1,1,1,0,1,1,0,0,0,0,0,23,hombre,moto_street,frenos_mixto,sector_servicio
19929,4_3_3047,BARRANQUILLA,1,Secundaria,<100,2011-2020,6,1,0,1,0,Menos del 25%,180000,68000.0,2179000.0,1,1,11-20,1,0,1,1,1,1,0,1,0,0,0,1,0,0,32,hombre,moto_street,frenos_tambor,sector_transporte
19930,4_3_3048,BARRANQUILLA,1,Secundaria,<100,<=2000,6,1,0,1,0,Mayor a 75%,132000,43000.0,1340000.0,1,0,>20,1,1,1,1,1,0,0,1,1,1,0,1,1,0,54,hombre,moto_street,frenos_tambor,sector_servicio
19933,4_3_3051,BARRANQUILLA,1,Universitaria o postgrado,<100,2011-2020,6,0,1,0,0,Mayor a 75%,77000,28000.0,624000.0,1,0,6-10,1,0,1,1,0,0,0,1,0,0,0,0,0,0,26,hombre,moto_street,frenos_tambor,sector_transporte
19934,4_3_3053,BARRANQUILLA,2,Técnica / Tecnológica,<100,2001-2010,5,0,1,0,0,Menos del 25%,24000,24000.0,1235000.0,1,1,>20,1,1,1,1,0,1,0,1,0,0,0,1,0,0,54,hombre,moto_street,frenos_tambor,sector_servicio
19938,4_3_3060,BARRANQUILLA,3,Secundaria,<100,2001-2010,6,1,0,1,0,Mayor a 75%,152000,126000.0,1885900.0,1,1,11-20,1,0,1,1,0,1,1,1,0,0,0,1,0,0,48,hombre,moto_street,frenos_mixto,sector_transporte
19940,4_3_3065,BARRANQUILLA,2,Universitaria o postgrado,100-125,2011-2020,6,1,0,1,0,Mayor a 75%,107000,77000.0,1444000.0,1,1,3-5,1,0,1,1,1,1,0,1,1,0,0,1,0,0,36,hombre,moto_street,frenos_mixto,sector_transporte
19941,4_3_3067,BARRANQUILLA,2,Secundaria,<100,2011-2020,6,0,1,0,0,Mayor a 75%,163000,12000.0,0.0,0,1,6-10,1,0,1,1,0,0,0,1,1,0,0,0,0,0,38,mujer,moto_street,frenos_tambor,sector_transporte
19942,4_3_3069,BARRANQUILLA,2,Secundaria,100-125,2011-2020,6,1,0,1,0,Menos del 25%,186000,21000.0,915900.0,1,1,11-20,1,0,1,1,1,1,1,1,1,0,0,1,0,0,41,hombre,moto_street,frenos_mixto,sector_transporte
19943,4_3_3070,BARRANQUILLA,1,Secundaria,<100,2011-2020,6,0,1,0,0,Mayor a 75%,166000,42000.0,0.0,1,1,6-10,1,0,1,1,0,0,0,1,0,0,0,0,0,0,33,hombre,moto_street,frenos_tambor,sector_transporte
19944,4_3_3073,BARRANQUILLA,3,Secundaria,<100,2011-2020,7,1,0,1,0,Mayor a 75%,193000,87000.0,1561000.0,1,0,11-20,1,0,1,1,1,1,0,1,1,0,0,1,0,0,54,hombre,moto_street,frenos_tambor,sector_transporte
19945,4_3_3075,BARRANQUILLA,3,Universitaria o postgrado,100-125,2011-2020,6,0,1,0,0,Mayor a 75%,125000,42000.0,1255000.0,1,1,0-2,1,1,1,1,1,0,1,1,0,0,0,1,0,0,33,hombre,moto_scooter,frenos_mixto,sector_servicio
19949,4_3_309,BARRANQUILLA,2,Secundaria,100-125,2011-2020,6,0,1,0,0,Mayor a 75%,80000,27000.0,0.0,1,1,6-10,1,0,1,1,0,0,0,1,1,0,0,0,0,0,24,hombre,moto_street,frenos_tambor,sector_transporte
19954,4_3_3117,BARRANQUILLA,1,Técnica / Tecnológica,100-125,2011-2020,7,1,0,0,1,Mayor a 75%,38000,60000.0,2380000.0,0,1,>20,1,1,1,1,1,0,0,1,0,0,0,0,0,0,51,hombre,moto_street,frenos_tambor,sector_transporte
19956,4_3_312,BARRANQUILLA,1,Secundaria,100-125,2001-2010,7,1,0,0,1,Mayor a 75%,420000,168000.0,4651000.0,0,1,11-20,1,0,1,1,0,1,0,1,0,0,0,0,0,0,36,hombre,moto_street,frenos_tambor,sector_transporte
19957,4_3_3120,BARRANQUILLA,1,Secundaria,<100,2011-2020,6,0,1,0,0,Mayor a 75%,158000,48000.0,780000.0,1,0,6-10,1,0,1,1,0,0,0,1,0,0,0,0,0,0,19,hombre,moto_street,frenos_tambor,sector_transporte
19958,4_3_3123,BARRANQUILLA,1,Secundaria,100-125,2021-2022,6,0,1,0,0,Mayor a 75%,83000,177000.0,1020000.0,1,0,6-10,1,0,1,1,0,0,0,1,0,0,0,0,0,0,52,hombre,moto_street,frenos_tambor,sector_transporte
19960,4_3_3131,BARRANQUILLA,1,Secundaria,<100,2011-2020,7,1,0,0,1,Mayor a 75%,82000,74000.0,2040000.0,0,1,3-5,1,1,1,1,1,1,0,1,0,0,0,0,0,0,28,hombre,moto_street,frenos_tambor,sector_transporte
19962,4_3_314,BARRANQUILLA,2,Técnica / Tecnológica,<100,2011-2020,2,1,0,0,1,Entre 25% y 50%,444000,48000.0,1640000.0,1,1,11-20,1,1,1,1,0,0,1,1,0,1,0,0,0,0,48,hombre,moto_street,frenos_tambor,sector_transporte
19963,4_3_315,BARRANQUILLA,2,Secundaria,<100,2011-2020,7,1,0,1,1,Nunca,361000,11000.0,523000.0,1,1,11-20,1,1,1,1,0,0,1,1,0,0,0,1,0,0,41,hombre,moto_street,frenos_mixto,sector_transporte
19965,4_3_3166,BARRANQUILLA,1,Secundaria,126-200,2011-2020,6,0,1,0,0,Mayor a 75%,158000,13000.0,1273000.0,1,1,3-5,1,0,1,1,1,1,1,1,0,0,0,1,0,0,26,hombre,moto_street,frenos_mixto,sector_transporte
19966,4_3_3169,BARRANQUILLA,1,Secundaria,<100,2011-2020,6,1,0,0,1,Entre 50% y 75%,71000,112000.0,3900000.0,1,0,>20,1,1,1,1,0,0,1,0,0,0,0,0,0,0,37,hombre,moto_street,frenos_tambor,sector_transporte
19967,4_3_3171,BARRANQUILLA,1,Secundaria,100-125,2011-2020,7,0,1,0,0,Mayor a 75%,98000,17000.0,895000.0,1,1,6-10,1,0,1,1,1,0,1,1,1,0,0,1,0,0,27,hombre,moto_street,frenos_mixto,sector_servicio
19969,4_3_3174,BARRANQUILLA,1,Secundaria,<100,2001-2010,6,1,0,0,1,Mayor a 75%,28000,11000.0,1206000.0,1,0,>20,1,1,1,1,0,0,1,0,0,0,0,0,0,0,44,hombre,moto_street,frenos_tambor,sector_transporte
19971,4_3_3183,BARRANQUILLA,1,Primaria o menos,<100,2001-2010,7,1,0,0,1,Entre 50% y 75%,73000,36000.0,1361000.0,1,1,11-20,1,1,1,1,0,0,1,1,1,1,0,0,1,0,38,hombre,moto_street,frenos_tambor,sector_transporte
19973,4_3_319,BARRANQUILLA,2,Secundaria,<100,2011-2020,7,1,0,1,0,Entre 25% y 50%,92000,16000.0,835000.0,1,1,3-5,1,0,1,1,0,0,1,1,1,0,0,1,0,0,33,hombre,moto_street,frenos_mixto,sector_transporte
19974,4_3_3196,BARRANQUILLA,1,Secundaria,100-125,2011-2020,7,1,0,0,1,Entre 50% y 75%,78000,14000.0,1470000.0,1,1,6-10,1,1,1,1,0,1,1,1,1,0,0,1,0,0,33,hombre,moto_street,frenos_tambor,sector_transporte
19980,4_3_3218,BARRANQUILLA,2,Técnica / Tecnológica,100-125,2011-2020,6,0,1,0,0,Menos del 25%,141000,55000.0,1365000.0,1,1,6-10,1,1,1,1,1,0,1,1,1,0,0,1,0,0,34,hombre,moto_street,frenos_mixto,sector_comercio
19983,4_3_3229,BARRANQUILLA,2,Técnica / Tecnológica,100-125,2011-2020,5,0,1,0,0,Entre 25% y 50%,140000,69000.0,913900.0,1,1,3-5,1,0,1,1,0,1,0,1,0,0,0,1,0,0,28,hombre,moto_street,frenos_mixto,sector_transporte
19985,4_3_3237,BARRANQUILLA,1,Secundaria,126-200,2011-2020,6,0,1,0,0,Menos del 25%,99000,78000.0,1970000.0,1,1,6-10,1,0,1,1,1,1,0,1,0,0,0,1,0,0,31,hombre,moto_street,frenos_mixto,sector_transporte
19988,4_3_3244,BARRANQUILLA,3,Técnica / Tecnológica,100-125,2001-2010,7,0,1,0,0,Menos del 25%,198000,92000.0,1669900.0,1,1,6-10,1,0,1,1,1,1,1,1,1,1,0,1,0,0,39,hombre,moto_street,frenos_tambor,sector_comercio
19990,4_3_326,BARRANQUILLA,2,Secundaria,126-200,2011-2020,7,1,0,0,1,Mayor a 75%,152000,9000.0,649000.0,1,1,3-5,1,1,1,1,1,0,0,1,0,0,0,1,0,0,32,hombre,moto_street,frenos_mixto,sector_transporte
19991,4_3_3260,BARRANQUILLA,2,Técnica / Tecnológica,126-200,2011-2020,6,1,0,0,0,Menos del 25%,128000,99000.0,765000.0,1,1,3-5,1,1,1,1,1,1,1,1,0,0,0,1,0,0,26,hombre,moto_street,frenos_mixto,sector_transporte
19992,4_3_3267,BARRANQUILLA,1,Técnica / Tecnológica,100-125,2011-2020,4,0,1,0,0,Menos del 25%,179000,41000.0,495000.0,1,1,0-2,1,0,1,0,1,1,1,1,0,0,0,1,0,0,28,mujer,moto_street,frenos_mixto,sector_servicio
19993,4_3_328,BARRANQUILLA,2,Primaria o menos,<100,2011-2020,6,0,1,0,0,Mayor a 75%,81000,32000.0,780000.0,1,0,11-20,1,1,1,1,0,0,0,1,1,0,0,0,0,0,32,hombre,moto_street,frenos_tambor,sector_transporte
19996,4_3_3309,BARRANQUILLA,1,Secundaria,<100,2011-2020,7,1,0,0,1,Mayor a 75%,72000,69000.0,4400000.0,1,0,3-5,1,1,1,1,0,0,1,0,0,0,0,0,0,0,32,hombre,moto_street,frenos_tambor,sector_transporte
20001,4_3_333,BARRANQUILLA,2,Primaria o menos,<100,2011-2020,7,1,0,0,1,Nunca,131000,10000.0,523000.0,1,1,>20,1,1,1,1,1,0,0,1,0,0,0,1,0,0,65,hombre,moto_street,frenos_mixto,sector_transporte
20006,4_3_3344,BARRANQUILLA,1,Secundaria,<100,2011-2020,1,0,1,0,0,Menos del 25%,101000,40000.0,560000.0,1,1,3-5,1,1,1,1,1,1,0,1,0,0,0,0,0,0,23,hombre,moto_street,frenos_disco,sector_comercio
20008,4_3_3357,BARRANQUILLA,3,Técnica / Tecnológica,126-200,2011-2020,5,1,0,0,0,Menos del 25%,114000,116000.0,1220000.0,1,1,6-10,1,0,1,1,1,0,1,1,1,0,0,1,0,0,33,hombre,moto_street,frenos_mixto,sector_comercio
20009,4_3_3359,BARRANQUILLA,3,Técnica / Tecnológica,126-200,2011-2020,7,0,1,0,0,Entre 25% y 50%,157000,93000.0,1469000.0,1,1,11-20,1,0,1,1,1,1,1,1,0,0,0,1,0,0,37,hombre,moto_street,frenos_mixto,sector_servicio
20010,4_3_3366,BARRANQUILLA,3,Universitaria o postgrado,100-125,2021-2022,5,1,0,0,0,Menos del 25%,119000,29000.0,0.0,1,1,0-2,1,0,1,1,1,1,1,1,1,0,0,1,0,0,26,mujer,moto_street,frenos_mixto,sector_servicio
20011,4_3_3369,BARRANQUILLA,3,Secundaria,<100,2011-2020,7,1,0,0,1,Mayor a 75%,63000,28000.0,1680000.0,1,0,>20,1,0,1,1,0,0,1,1,1,0,0,0,0,0,59,hombre,moto_street,frenos_tambor,sector_transporte
20013,4_3_3374,BARRANQUILLA,3,Universitaria o postgrado,<100,2011-2020,6,0,1,0,0,Menos del 25%,137000,64000.0,719750.0,1,1,6-10,1,0,1,1,0,1,0,1,1,0,0,1,0,0,36,hombre,moto_street,frenos_tambor,sector_servicio
20014,4_3_340,BARRANQUILLA,1,Secundaria,<100,2011-2020,7,1,0,0,1,Menos del 25%,451000,15000.0,1144000.0,1,1,6-10,1,1,1,1,0,0,1,1,0,0,0,0,0,0,38,hombre,moto_street,frenos_mixto,sector_transporte
20016,4_3_3412,BARRANQUILLA,3,Técnica / Tecnológica,100-125,2011-2020,7,0,1,0,0,Mayor a 75%,114000,30000.0,1371000.0,1,0,11-20,1,1,1,1,1,1,0,1,1,1,1,0,1,0,32,hombre,moto_street,frenos_tambor,sector_comercio
