,uuid,municipio,estrato_vivienda,nivel_educativo,cilin_grupo,modelo_grupo,dias_semana,herramienta_trabajo,transporte_cotidiano,trabajo_domicilios,trabajo_transporte_pasajeros,frecuencia_revisionpre,costo_casco,costo_mantenimiento,gasto_anual,licencia_moto,licencia_curso,experiencia,riesgo_velocidad,riesgo_sinlucesdia,riesgo_sinlucesnoche,riesgo_sinreflectivos,motivo_dinero,motivo_tiempo,motivo_independencia,epp_casco,epp_guantes,epp_botas,epp_rodilleras,epp_reflectivos,epp_chaquetaprot,epp_chaquetairbag,edad,sexo,clase_moto,tipo_freno,sector
4163,2_12_3944,NEIVA,2,Universitaria o postgrado,<100,2011-2020,7,0,1,0,0,Menos del 25%,179000,63000.0,1100000.0,1,0,11-20,1,1,1,1,1,1,1,1,0,0,0,0,0,0,39,mujer,moto_deportiva,frenos_tambor,sector_comercio
4167,2_12_3954,NEIVA,2,Técnica / Tecnológica,126-200,2021-2022,7,0,1,0,0,Menos del 25%,166000,10000.0,1900000.0,1,0,3-5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,24,hombre,moto_deportiva,frenos_mixto,sector_comercio
4171,2_12_3983,NEIVA,1,Secundaria,126-200,2011-2020,7,0,1,0,0,Entre 25% y 50%,25000,98000.0,900000.0,1,1,3-5,1,1,1,0,1,1,1,1,0,0,0,0,0,0,24,hombre,moto_street,frenos_mixto,sector_servicio
4172,2_12_4003,NEIVA,1,Secundaria,126-200,2011-2020,7,0,1,0,0,Entre 25% y 50%,116000,419000.0,660000.0,1,1,6-10,1,1,1,1,1,1,1,1,1,0,0,0,0,0,24,mujer,moto_street,frenos_disco,sector_servicio
4175,2_12_4017,NEIVA,2,Universitaria o postgrado,100-125,2011-2020,7,0,1,0,0,Entre 25% y 50%,243000,24000.0,600000.0,1,1,6-10,1,0,1,1,0,1,1,1,0,0,1,1,0,0,22,hombre,moto_street,frenos_mixto,sector_servicio
4176,2_12_4035,NEIVA,2,Universitaria o postgrado,126-200,2021-2022,2,0,1,0,0,Menos del 25%,88000,156000.0,1500000.0,1,0,6-10,1,0,1,1,1,1,1,1,0,0,0,0,0,0,29,hombre,moto_deportiva,frenos_disco,sector_servicio
4180,2_12_4062,NEIVA,1,Técnica / Tecnológica,>200,2011-2020,7,1,0,0,1,Entre 50% y 75%,601000,87000.0,760000.0,1,1,6-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,hombre,moto_street,frenos_disco,sector_comercio
4187,2_12_4141,NEIVA,2,Secundaria,100-125,2011-2020,7,0,1,0,0,Menos del 25%,155000,86000.0,950000.0,1,1,3-5,1,1,1,1,0,1,1,1,0,0,0,0,0,0,23,hombre,moto_scooter,frenos_mixto,sector_comercio
4189,2_12_4146,NEIVA,1,Secundaria,100-125,2001-2010,7,0,1,0,0,Entre 25% y 50%,123000,98000.0,980000.0,1,1,11-20,1,1,1,0,1,1,0,1,0,0,0,0,0,0,46,mujer,moto_scooter,frenos_mixto,sector_servicio
4191,2_12_4151,NEIVA,2,Técnica / Tecnológica,126-200,2011-2020,7,0,1,0,0,Menos del 25%,96000,164000.0,850000.0,1,1,6-10,1,1,1,1,1,1,1,1,0,0,0,0,1,0,22,mujer,moto_scooter,frenos_mixto,sector_comercio
4192,2_12_4153,NEIVA,1,Universitaria o postgrado,126-200,2011-2020,4,0,0,0,0,Entre 50% y 75%,68000,50000.0,600000.0,1,1,3-5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,58,hombre,moto_street,frenos_tambor,sector_transporte
4199,2_12_4191,NEIVA,1,Primaria o menos,126-200,2011-2020,2,0,0,0,0,Entre 50% y 75%,30000,95000.0,560000.0,1,1,6-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,48,mujer,moto_scooter,frenos_disco,sector_transporte
4200,2_12_4195,NEIVA,1,Secundaria,>200,2011-2020,7,1,0,1,0,Entre 50% y 75%,90000,69000.0,1400000.0,1,1,3-5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,28,mujer,moto_street,frenos_disco,sector_comercio
4210,2_12_4227,NEIVA,3,Universitaria o postgrado,>200,2011-2020,5,0,0,0,0,Mayor a 75%,235000,102000.0,1500000.0,1,1,>20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,48,hombre,moto_deportiva,frenos_disco,sector_servicio
4212,2_12_4232,NEIVA,2,Secundaria,126-200,2021-2022,7,0,1,0,0,Menos del 25%,540000,519000.0,750000.0,1,1,>20,1,1,1,1,1,1,1,1,0,0,0,0,0,0,44,mujer,moto_scooter,frenos_disco,sector_comercio
4213,2_12_4233,NEIVA,2,Técnica / Tecnológica,100-125,2011-2020,7,0,1,0,0,Menos del 25%,111000,96000.0,800000.0,1,0,11-20,1,1,1,1,1,1,1,1,0,0,0,0,0,0,28,mujer,moto_deportiva,frenos_tambor,sector_servicio
4216,2_12_4239,NEIVA,1,Secundaria,126-200,2001-2010,7,0,1,0,0,Entre 50% y 75%,157000,156000.0,900000.0,1,1,3-5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,hombre,moto_street,frenos_mixto,sector_servicio
4217,2_12_4240,NEIVA,2,Técnica / Tecnológica,100-125,2001-2010,7,0,1,0,0,Menos del 25%,291000,151000.0,900000.0,1,0,6-10,1,1,1,1,1,1,1,1,0,0,0,0,0,0,29,mujer,moto_deportiva,frenos_disco,sector_servicio
4222,2_12_4259,NEIVA,2,Técnica / Tecnológica,100-125,2011-2020,5,0,1,0,0,Menos del 25%,179000,38000.0,1000000.0,1,1,0-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,mujer,moto_deportiva,frenos_mixto,sector_servicio
4224,2_12_4263,NEIVA,1,Secundaria,100-125,2011-2020,7,0,1,0,0,Entre 25% y 50%,190000,17000.0,1000000.0,1,1,6-10,1,1,1,1,1,1,1,1,0,0,0,0,0,0,33,mujer,moto_scooter,frenos_mixto,sector_servicio
4230,2_12_4272,NEIVA,1,Secundaria,126-200,2011-2020,7,0,1,0,0,Menos del 25%,281000,82000.0,950000.0,1,0,11-20,1,1,1,1,1,1,0,1,0,0,0,0,0,0,26,hombre,moto_street,frenos_mixto,sector_transporte
4235,2_12_4291,NEIVA,2,Primaria o menos,100-125,2011-2020,7,0,1,0,0,Mayor a 75%,138000,124000.0,700000.0,1,1,11-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,61,hombre,moto_scooter,frenos_tambor,sector_servicio
4239,2_12_4300,NEIVA,2,Secundaria,100-125,2011-2020,7,0,1,0,0,Entre 25% y 50%,78000,80000.0,850000.0,1,1,11-20,1,0,1,1,0,0,1,1,1,1,1,1,1,1,43,hombre,moto_street,frenos_mixto,sector_comercio
4240,2_12_4307,NEIVA,1,Técnica / Tecnológica,100-125,2011-2020,7,0,1,0,0,Mayor a 75%,33000,64000.0,800000.0,1,0,6-10,1,0,1,1,1,1,1,1,0,0,0,0,0,0,39,mujer,moto_scooter,frenos_mixto,sector_servicio
4245,2_12_4326,NEIVA,2,Secundaria,100-125,2011-2020,7,0,1,0,0,Menos del 25%,168000,184000.0,750000.0,1,1,11-20,1,1,1,1,1,1,1,1,0,0,0,0,0,0,28,mujer,moto_scooter,frenos_mixto,sector_comercio
4252,2_12_4353,NEIVA,2,Secundaria,100-125,2021-2022,7,0,1,0,0,Menos del 25%,191000,68000.0,1000000.0,1,1,>20,1,1,1,1,1,1,1,1,0,0,0,1,0,0,37,hombre,moto_scooter,frenos_mixto,sector_servicio
4253,2_12_4354,NEIVA,2,Técnica / Tecnológica,>200,2011-2020,7,0,1,0,0,Entre 50% y 75%,113000,183000.0,1300000.0,1,1,11-20,1,0,1,1,1,1,1,1,1,1,1,1,1,1,44,hombre,moto_deportiva,frenos_disco,sector_servicio
4256,2_12_4359,NEIVA,2,Secundaria,100-125,2011-2020,7,0,1,0,0,Menos del 25%,162000,69000.0,900000.0,1,1,11-20,1,1,1,1,1,1,1,1,0,0,0,0,0,0,43,mujer,moto_deportiva,frenos_mixto,sector_servicio
4262,2_12_4370,NEIVA,2,Secundaria,100-125,2011-2020,7,0,1,0,0,Entre 25% y 50%,48000,46000.0,1000000.0,1,1,11-20,1,1,1,1,1,1,1,1,0,0,0,1,0,0,28,mujer,moto_scooter,frenos_mixto,sector_servicio
4265,2_12_4375,NEIVA,2,Secundaria,126-200,2011-2020,7,0,1,0,0,Entre 50% y 75%,143000,57000.0,990000.0,1,1,3-5,0,0,1,1,1,1,1,1,0,0,0,0,0,0,19,hombre,moto_street,frenos_tambor,sector_comercio
4271,2_12_4389,NEIVA,2,Secundaria,100-125,2011-2020,7,0,1,0,0,Entre 25% y 50%,101000,131000.0,1350000.0,1,1,3-5,1,0,1,1,0,1,1,1,1,1,1,1,1,1,24,mujer,moto_scooter,frenos_mixto,sector_servicio
4282,2_12_4404,NEIVA,2,Universitaria o postgrado,100-125,2011-2020,7,0,1,0,0,Menos del 25%,84000,132000.0,850000.0,1,1,11-20,1,1,1,1,1,1,1,1,0,0,0,0,0,0,31,hombre,moto_street,frenos_mixto,sector_servicio
4284,2_12_4407,NEIVA,2,Universitaria o postgrado,126-200,2011-2020,7,0,1,0,0,Menos del 25%,230000,62000.0,1200000.0,1,1,11-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38,hombre,moto_deportiva,frenos_mixto,sector_comercio
4285,2_12_4408,NEIVA,2,Secundaria,100-125,2011-2020,3,0,1,0,0,Menos del 25%,127000,76000.0,950000.0,1,0,6-10,1,0,1,1,1,1,1,1,1,1,1,1,1,1,33,mujer,moto_scooter,frenos_disco,sector_comercio
4287,2_12_4412,NEIVA,2,Técnica / Tecnológica,126-200,2011-2020,5,0,1,0,0,Entre 50% y 75%,80000,89000.0,1200000.0,1,1,>20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,52,hombre,moto_deportiva,frenos_disco,sector_transporte
4291,2_12_4418,NEIVA,2,Secundaria,100-125,2011-2020,7,0,1,0,0,Menos del 25%,352000,308000.0,850000.0,1,1,11-20,1,1,1,0,1,1,1,1,0,0,0,0,0,0,26,hombre,moto_scooter,frenos_mixto,sector_servicio
4299,2_12_4447,NEIVA,2,Universitaria o postgrado,126-200,2011-2020,7,1,0,1,0,Menos del 25%,298000,139000.0,950000.0,1,1,6-10,1,1,1,1,1,1,1,1,0,0,0,0,0,0,22,hombre,moto_scooter,frenos_disco,sector_servicio
4300,2_12_4453,NEIVA,1,Secundaria,126-200,2011-2020,7,0,0,0,0,Entre 50% y 75%,28000,72000.0,600000.0,1,1,3-5,1,0,1,0,1,1,0,1,0,0,0,0,0,0,21,mujer,moto_street,frenos_mixto,sector_servicio
4301,2_12_4465,NEIVA,1,Primaria o menos,100-125,2011-2020,7,0,1,0,0,Entre 50% y 75%,88000,67000.0,800000.0,1,1,3-5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,29,mujer,moto_scooter,frenos_mixto,sector_servicio
4305,2_12_4476,NEIVA,1,Técnica / Tecnológica,126-200,2011-2020,7,0,0,0,0,Entre 25% y 50%,34000,39000.0,3400000.0,1,1,3-5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,mujer,moto_deportiva,frenos_mixto,sector_servicio
4307,2_12_4479,NEIVA,2,Secundaria,100-125,2011-2020,5,0,1,0,0,Entre 25% y 50%,22000,118000.0,1200000.0,1,1,0-2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,19,hombre,moto_scooter,frenos_tambor,sector_comercio
4308,2_12_448,NEIVA,2,Técnica / Tecnológica,100-125,2011-2020,7,0,1,0,0,Entre 25% y 50%,110000,558000.0,150000.0,1,1,11-20,1,1,1,1,1,1,1,1,1,1,1,1,1,0,42,mujer,moto_scooter,frenos_disco,sector_servicio
4311,2_12_449,NEIVA,2,Universitaria o postgrado,100-125,2021-2022,7,0,1,0,0,Entre 25% y 50%,148000,110000.0,900000.0,1,1,3-5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23,mujer,moto_street,frenos_disco,sector_servicio
4316,2_12_4503,NEIVA,1,Secundaria,<100,<=2000,7,0,1,0,0,Entre 25% y 50%,142000,48000.0,900000.0,1,1,6-10,1,1,1,1,1,0,0,1,0,0,0,0,0,0,28,mujer,moto_scooter,frenos_tambor,sector_servicio
4317,2_12_4504,NEIVA,1,Técnica / Tecnológica,>200,2011-2020,7,1,0,0,0,Entre 50% y 75%,88000,8000.0,650000.0,1,1,3-5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,hombre,moto_street,frenos_tambor,sector_comercio
4321,2_12_4512,NEIVA,1,Primaria o menos,126-200,2011-2020,7,0,1,0,0,Entre 50% y 75%,48000,31000.0,680000.0,1,0,6-10,1,1,1,0,0,1,0,1,0,0,0,0,0,0,34,mujer,moto_scooter,frenos_mixto,sector_servicio
4324,2_12_453,NEIVA,3,Universitaria o postgrado,100-125,2011-2020,7,1,0,0,1,Entre 25% y 50%,149000,490000.0,300000.0,1,1,6-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27,mujer,moto_deportiva,frenos_disco,sector_servicio
4325,2_12_4533,NEIVA,3,Universitaria o postgrado,126-200,2011-2020,5,0,1,0,0,Entre 50% y 75%,77000,191000.0,1500000.0,1,0,6-10,1,1,1,1,0,1,1,1,1,1,1,1,1,1,27,hombre,moto_deportiva,frenos_mixto,sector_comercio
4328,2_12_455,NEIVA,4,Universitaria o postgrado,100-125,2011-2020,5,0,1,0,0,Mayor a 75%,15000,59000.0,750000.0,1,0,11-20,1,1,1,1,0,1,1,1,0,0,0,0,0,0,33,mujer,moto_scooter,frenos_mixto,sector_servicio
4329,2_12_4550,NEIVA,2,Universitaria o postgrado,126-200,2001-2010,5,0,1,0,0,Mayor a 75%,39000,60000.0,850000.0,1,1,6-10,1,0,1,1,1,1,1,1,1,1,1,1,1,1,44,mujer,moto_deportiva,frenos_disco,sector_servicio
4335,2_12_4566,NEIVA,1,Primaria o menos,126-200,2011-2020,0,0,1,0,0,Entre 25% y 50%,33000,98000.0,800000.0,1,0,6-10,1,1,1,1,0,1,0,1,0,0,0,0,0,0,32,mujer,moto_scooter,frenos_mixto,sector_servicio
4337,2_12_4571,NEIVA,2,Secundaria,126-200,2011-2020,7,0,1,0,0,Menos del 25%,230000,189000.0,850000.0,1,1,>20,1,1,1,1,1,1,1,1,0,0,0,0,0,0,56,mujer,moto_street,frenos_disco,sector_servicio
4338,2_12_4574,NEIVA,1,Secundaria,126-200,2001-2010,7,0,1,0,0,Entre 50% y 75%,240000,62000.0,1200000.0,1,1,6-10,1,0,1,0,1,1,1,1,0,0,0,0,0,0,36,mujer,moto_scooter,frenos_mixto,sector_servicio
4341,2_12_4597,NEIVA,2,Técnica / Tecnológica,<100,2011-2020,7,0,1,0,0,Menos del 25%,296000,102000.0,1000000.0,1,1,>20,1,1,1,1,1,1,1,1,0,0,0,0,0,0,42,hombre,moto_street,frenos_tambor,sector_servicio
4344,2_12_4605,NEIVA,2,Técnica / Tecnológica,126-200,2011-2020,7,0,1,0,0,Menos del 25%,459000,160000.0,850000.0,1,1,>20,1,1,1,1,1,1,1,1,1,0,0,1,1,0,43,hombre,moto_street,frenos_disco,sector_servicio
4347,2_12_4615,NEIVA,2,Secundaria,>200,2011-2020,7,0,1,0,0,Menos del 25%,214000,102000.0,950000.0,1,1,6-10,1,1,1,1,1,1,1,1,1,0,0,1,0,0,21,hombre,moto_street,frenos_disco,sector_servicio
4350,2_12_462,NEIVA,2,Secundaria,126-200,<=2000,7,1,0,0,1,Entre 25% y 50%,286000,551000.0,2000000.0,1,1,>20,1,1,1,1,1,1,1,1,1,1,1,1,1,0,33,hombre,moto_deportiva,frenos_disco,sector_transporte
4351,2_12_4667,NEIVA,2,Técnica / Tecnológica,100-125,2011-2020,7,0,1,0,0,Entre 25% y 50%,56000,55000.0,400000.0,1,1,6-10,1,1,1,1,1,1,1,1,1,0,1,0,1,0,28,mujer,moto_scooter,frenos_mixto,sector_comercio
4356,2_12_4677,NEIVA,1,Universitaria o postgrado,>200,2011-2020,5,1,0,0,0,Entre 25% y 50%,20000,49000.0,450000.0,1,1,6-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,57,mujer,moto_street,frenos_tambor,sector_comercio
4357,2_12_468,NEIVA,2,Universitaria o postgrado,100-125,2011-2020,7,0,1,0,0,Entre 25% y 50%,54000,172000.0,900000.0,1,1,6-10,1,0,1,1,1,1,1,1,1,1,1,1,1,1,28,hombre,moto_scooter,frenos_disco,sector_comercio
4363,2_12_4695,NEIVA,1,Universitaria o postgrado,126-200,2011-2020,7,0,0,0,0,Entre 25% y 50%,11000,48000.0,670000.0,1,1,6-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,47,hombre,moto_street,frenos_disco,sector_comercio
4366,2_12_4709,NEIVA,1,Técnica / Tecnológica,100-125,2001-2010,7,0,1,0,0,Menos del 25%,116000,68000.0,650000.0,1,1,11-20,1,0,1,1,1,1,1,1,0,0,0,0,0,0,41,hombre,moto_scooter,frenos_mixto,sector_comercio
4367,2_12_4710,NEIVA,1,Secundaria,<100,2011-2020,7,0,1,0,0,Entre 25% y 50%,154000,51000.0,1500000.0,1,1,>20,1,0,1,1,1,1,1,1,1,0,0,0,0,0,39,hombre,moto_street,frenos_tambor,sector_comercio
4372,2_12_4722,NEIVA,1,Primaria o menos,100-125,2021-2022,7,0,1,0,0,Entre 25% y 50%,327000,50000.0,1500000.0,1,1,>20,1,0,1,1,1,1,1,1,0,0,0,0,0,0,37,hombre,moto_scooter,frenos_tambor,sector_transporte
4374,2_12_4727,NEIVA,1,Secundaria,<100,2011-2020,7,0,1,0,0,Entre 25% y 50%,51000,68000.0,1100000.0,1,1,6-10,1,0,1,1,1,1,1,1,0,0,0,0,0,0,37,mujer,moto_street,frenos_tambor,sector_comercio
4377,2_12_4731,NEIVA,2,Secundaria,<100,2011-2020,3,0,1,0,0,Mayor a 75%,139000,126000.0,1500000.0,1,1,3-5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,24,hombre,moto_scooter,frenos_mixto,sector_comercio
4378,2_12_4734,NEIVA,1,Secundaria,<100,2011-2020,7,0,1,0,0,Entre 25% y 50%,323000,99000.0,1000000.0,1,1,11-20,1,1,1,1,1,1,1,1,0,0,0,0,0,0,33,hombre,moto_street,frenos_tambor,sector_comercio
4379,2_12_4737,NEIVA,1,Secundaria,<100,2011-2020,7,1,0,0,1,Entre 25% y 50%,131000,15000.0,4790000.0,1,1,3-5,1,1,1,1,1,1,0,1,1,1,1,1,1,1,48,mujer,moto_street,frenos_disco,sector_transporte
4382,2_12_4742,NEIVA,1,Secundaria,100-125,2011-2020,7,0,1,0,0,Entre 50% y 75%,158000,98000.0,1000000.0,1,1,0-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,hombre,moto_street,frenos_tambor,sector_servicio
4384,2_12_4747,NEIVA,2,Secundaria,126-200,2011-2020,7,0,1,0,0,Menos del 25%,118000,98000.0,650000.0,1,1,6-10,1,0,1,1,1,1,1,1,1,0,0,0,0,0,33,hombre,moto_deportiva,frenos_mixto,sector_comercio
4386,2_12_4753,NEIVA,2,Secundaria,126-200,2021-2022,7,0,1,0,0,Menos del 25%,536000,91000.0,1100000.0,1,1,6-10,1,0,1,1,1,1,1,1,0,0,0,0,0,0,24,hombre,moto_deportiva,frenos_disco,sector_comercio
4387,2_12_4757,NEIVA,1,Secundaria,<100,2011-2020,7,0,1,0,0,Entre 25% y 50%,68000,90000.0,1000000.0,1,1,6-10,1,1,1,1,1,1,1,1,1,0,0,0,1,0,37,hombre,moto_street,frenos_tambor,sector_comercio
4389,2_12_4763,NEIVA,1,Secundaria,126-200,2011-2020,7,0,1,0,0,Entre 50% y 75%,180000,70000.0,950000.0,1,1,3-5,1,1,1,1,1,1,0,1,0,0,0,0,0,0,17,mujer,moto_scooter,frenos_disco,sector_servicio
4390,2_12_4766,NEIVA,1,Secundaria,126-200,2011-2020,7,0,1,0,0,Menos del 25%,406000,121000.0,1400000.0,1,1,6-10,1,0,1,1,1,1,1,1,1,0,0,0,0,0,28,hombre,moto_deportiva,frenos_mixto,sector_transporte
4395,2_12_4783,NEIVA,1,Técnica / Tecnológica,<100,2011-2020,7,0,1,0,0,Menos del 25%,162000,56000.0,700000.0,1,1,6-10,1,1,1,1,1,1,1,1,0,0,0,0,0,0,27,hombre,moto_street,frenos_tambor,sector_comercio
4396,2_12_4785,NEIVA,1,Universitaria o postgrado,100-125,2011-2020,4,0,1,0,0,Entre 50% y 75%,156000,142000.0,800000.0,1,1,6-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,hombre,moto_scooter,frenos_mixto,sector_servicio
4400,2_12_4790,NEIVA,1,Técnica / Tecnológica,<100,2011-2020,7,0,1,0,0,Menos del 25%,207000,80000.0,1500000.0,1,1,6-10,1,0,1,1,1,1,1,1,0,0,0,0,0,0,26,hombre,moto_street,frenos_tambor,sector_transporte
4405,2_12_4799,NEIVA,2,Técnica / Tecnológica,100-125,2011-2020,5,0,1,0,0,Menos del 25%,93000,74000.0,1000000.0,1,1,3-5,1,0,1,1,1,1,1,1,0,0,0,0,0,0,43,hombre,moto_scooter,frenos_disco,sector_servicio
4406,2_12_4801,NEIVA,1,Secundaria,100-125,2021-2022,7,0,1,0,0,Entre 50% y 75%,106000,21000.0,800000.0,1,1,6-10,1,1,1,1,1,1,0,1,0,0,0,1,0,0,28,mujer,moto_scooter,frenos_mixto,sector_servicio
4407,2_12_4804,NEIVA,1,Universitaria o postgrado,100-125,2011-2020,2,0,1,0,0,Menos del 25%,263000,84000.0,1000000.0,1,1,0-2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,24,hombre,moto_scooter,frenos_mixto,sector_servicio
4408,2_12_4808,NEIVA,3,Universitaria o postgrado,100-125,2011-2020,5,0,1,0,0,Menos del 25%,289000,73000.0,1000000.0,1,1,0-2,1,0,1,1,1,1,1,1,0,0,0,0,0,0,44,mujer,moto_scooter,frenos_mixto,sector_servicio
4415,2_12_4826,NEIVA,2,Universitaria o postgrado,100-125,2011-2020,7,0,1,0,0,Mayor a 75%,136000,571000.0,300000.0,1,0,11-20,1,1,1,1,1,1,1,1,0,0,0,0,0,0,29,hombre,moto_street,frenos_tambor,sector_servicio
4416,2_12_4834,NEIVA,2,Secundaria,100-125,2011-2020,3,0,1,0,0,Menos del 25%,172000,69000.0,600000.0,1,1,0-2,1,0,1,1,1,0,1,1,0,0,0,0,0,0,17,mujer,moto_scooter,frenos_mixto,sector_servicio
4421,2_12_4840,NEIVA,2,Secundaria,100-125,2011-2020,7,0,1,0,0,Entre 50% y 75%,67000,542000.0,100000.0,1,0,3-5,1,1,1,1,1,1,0,1,0,0,0,0,0,0,23,mujer,moto_street,frenos_disco,sector_comercio
4424,2_12_4850,NEIVA,2,Universitaria o postgrado,126-200,2011-2020,7,0,1,0,0,Entre 50% y 75%,95000,23000.0,1500000.0,1,1,6-10,1,0,1,1,1,1,1,1,0,0,0,0,0,0,21,hombre,moto_scooter,frenos_tambor,sector_comercio
4429,2_12_4857,NEIVA,2,Primaria o menos,126-200,2001-2010,7,0,1,0,0,Menos del 25%,155000,90000.0,870000.0,1,0,6-10,1,1,1,1,1,1,0,1,0,0,0,1,0,0,21,mujer,moto_street,frenos_mixto,sector_servicio
4432,2_12_4862,NEIVA,2,Secundaria,126-200,2011-2020,5,0,1,0,0,Entre 50% y 75%,100000,56000.0,1000000.0,1,1,3-5,1,0,1,1,1,1,1,1,0,0,0,0,0,0,22,mujer,moto_scooter,frenos_disco,sector_servicio
4439,2_12_4875,NEIVA,1,Secundaria,100-125,2011-2020,7,0,1,0,0,Mayor a 75%,94000,23000.0,800000.0,1,1,6-10,1,1,1,1,1,1,0,1,1,1,1,1,1,1,28,hombre,moto_street,frenos_disco,sector_servicio
4445,2_12_4887,NEIVA,1,Secundaria,126-200,2011-2020,5,0,1,0,0,Entre 25% y 50%,167000,40000.0,890000.0,1,1,3-5,1,1,1,1,1,1,0,1,0,0,0,1,0,0,23,hombre,moto_scooter,frenos_mixto,sector_transporte
4446,2_12_4888,NEIVA,1,Primaria o menos,100-125,2011-2020,7,0,1,0,0,Entre 25% y 50%,112000,73000.0,900000.0,1,1,3-5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,39,mujer,moto_scooter,frenos_mixto,sector_servicio
4447,2_12_4889,NEIVA,1,Primaria o menos,100-125,2011-2020,7,0,1,0,0,Menos del 25%,166000,60000.0,1200000.0,1,1,6-10,1,1,1,1,1,1,1,1,0,0,0,0,1,0,44,hombre,moto_scooter,frenos_disco,sector_servicio
4448,2_12_4892,NEIVA,2,Primaria o menos,<100,2011-2020,2,0,1,0,0,Entre 25% y 50%,65000,432000.0,400000.0,1,1,>20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,67,hombre,moto_street,frenos_mixto,sector_transporte
4449,2_12_4893,NEIVA,1,Primaria o menos,100-125,2011-2020,5,0,1,0,0,Menos del 25%,133000,78000.0,900000.0,1,1,3-5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,24,mujer,moto_street,frenos_disco,sector_servicio
4450,2_12_4894,NEIVA,1,Secundaria,126-200,2001-2010,7,0,1,0,0,Entre 25% y 50%,136000,18000.0,980000.0,1,1,3-5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,18,mujer,moto_street,frenos_tambor,sector_comercio
4451,2_12_4895,NEIVA,2,Técnica / Tecnológica,100-125,2011-2020,7,0,1,0,0,Entre 50% y 75%,79000,62000.0,1600000.0,1,1,>20,1,1,1,1,1,1,1,1,0,0,0,0,0,0,46,hombre,moto_street,frenos_disco,sector_servicio
4452,2_12_4896,NEIVA,3,Técnica / Tecnológica,126-200,2021-2022,7,0,1,0,0,Entre 25% y 50%,88000,91000.0,550000.0,1,1,3-5,1,0,1,1,1,1,1,1,0,0,0,0,0,0,22,hombre,moto_scooter,frenos_disco,sector_servicio
4459,2_12_4905,NEIVA,2,Técnica / Tecnológica,<100,2011-2020,7,0,1,0,0,Menos del 25%,294000,84000.0,1000000.0,1,1,3-5,1,0,1,1,1,1,1,1,0,0,0,0,0,0,29,mujer,moto_street,frenos_tambor,sector_comercio
4463,2_12_4912,NEIVA,2,Secundaria,126-200,2021-2022,5,0,1,0,0,Menos del 25%,207000,94000.0,1200000.0,1,1,6-10,1,0,1,1,1,1,1,1,1,0,0,0,1,0,33,hombre,moto_deportiva,frenos_disco,sector_transporte
4466,2_12_4921,NEIVA,2,Universitaria o postgrado,126-200,2011-2020,7,0,1,0,0,Entre 25% y 50%,298000,545000.0,1500000.0,1,1,3-5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,21,hombre,moto_street,frenos_mixto,sector_servicio
4467,2_12_4924,NEIVA,1,Primaria o menos,100-125,2011-2020,7,0,1,0,0,Entre 25% y 50%,174000,9000.0,700000.0,1,1,6-10,1,1,1,1,1,1,1,1,0,0,0,0,0,0,39,mujer,moto_scooter,frenos_tambor,sector_transporte
4469,2_12_4929,NEIVA,2,Técnica / Tecnológica,100-125,2011-2020,7,0,1,0,0,Menos del 25%,185000,82000.0,900000.0,1,1,6-10,1,1,1,1,1,1,1,1,0,0,0,0,0,0,27,mujer,moto_street,frenos_disco,sector_servicio
4472,2_12_4937,NEIVA,4,Técnica / Tecnológica,126-200,2011-2020,7,0,1,0,0,Menos del 25%,203000,402000.0,1000000.0,1,1,3-5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,29,hombre,moto_street,frenos_tambor,sector_comercio
4473,2_12_4939,NEIVA,2,Secundaria,<100,2011-2020,5,0,1,0,0,Menos del 25%,99000,53000.0,900000.0,1,1,3-5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,29,mujer,moto_street,frenos_tambor,sector_servicio
